date,country_id,lat,lon,covid_confirmed,covid_deaths
2020-01-24,AL,41.1533,20.1683,0,0
2020-01-29,AL,41.1533,20.1683,0,0
2020-02-11,AL,41.1533,20.1683,0,0
2020-02-07,AL,41.1533,20.1683,0,0
2020-02-25,AL,41.1533,20.1683,0,0
2020-02-01,AL,41.1533,20.1683,0,0
2020-02-24,AL,41.1533,20.1683,0,0
2020-02-18,AL,41.1533,20.1683,0,0
2020-02-21,AL,41.1533,20.1683,0,0
2020-01-23,AL,41.1533,20.1683,0,0
2020-02-02,AL,41.1533,20.1683,0,0
2020-02-16,AL,41.1533,20.1683,0,0
2020-01-25,AL,41.1533,20.1683,0,0
2020-01-30,AL,41.1533,20.1683,0,0
2020-02-14,AL,41.1533,20.1683,0,0
2020-01-27,AL,41.1533,20.1683,0,0
2020-03-02,AL,41.1533,20.1683,0,0
2020-02-03,AL,41.1533,20.1683,0,0
2020-02-22,AL,41.1533,20.1683,0,0
2020-01-28,AL,41.1533,20.1683,0,0
2020-01-31,AL,41.1533,20.1683,0,0
2020-02-08,AL,41.1533,20.1683,0,0
2020-02-17,AL,41.1533,20.1683,0,0
2020-01-26,AL,41.1533,20.1683,0,0
2020-02-04,AL,41.1533,20.1683,0,0
2020-02-09,AL,41.1533,20.1683,0,0
2020-02-13,AL,41.1533,20.1683,0,0
2020-02-20,AL,41.1533,20.1683,0,0
2020-02-12,AL,41.1533,20.1683,0,0
2020-02-05,AL,41.1533,20.1683,0,0
2020-02-06,AL,41.1533,20.1683,0,0
2020-02-19,AL,41.1533,20.1683,0,0
2020-02-10,AL,41.1533,20.1683,0,0
2020-02-15,AL,41.1533,20.1683,0,0
2020-02-23,AL,41.1533,20.1683,0,0
2020-03-06,AL,41.1533,20.1683,0,0
2020-02-27,AL,41.1533,20.1683,0,0
2020-03-18,AL,41.1533,20.1683,59,2
2020-03-19,AL,41.1533,20.1683,64,2
2020-03-08,AL,41.1533,20.1683,0,0
2020-03-03,AL,41.1533,20.1683,0,0
2020-03-16,AL,41.1533,20.1683,51,1
2020-03-01,AL,41.1533,20.1683,0,0
2020-03-09,AL,41.1533,20.1683,2,0
2020-03-31,AL,41.1533,20.1683,243,15
2020-03-14,AL,41.1533,20.1683,38,1
2020-03-26,AL,41.1533,20.1683,174,6
2020-03-04,AL,41.1533,20.1683,0,0
2020-01-22,AL,41.1533,20.1683,0,0
2020-03-27,AL,41.1533,20.1683,186,8
2020-03-15,AL,41.1533,20.1683,42,1
2020-03-28,AL,41.1533,20.1683,197,10
2020-02-29,AL,41.1533,20.1683,0,0
2020-03-07,AL,41.1533,20.1683,0,0
2020-03-13,AL,41.1533,20.1683,33,1
2020-03-17,AL,41.1533,20.1683,55,1
2020-03-21,AL,41.1533,20.1683,76,2
2020-02-28,AL,41.1533,20.1683,0,0
2020-03-11,AL,41.1533,20.1683,12,1
2020-03-25,AL,41.1533,20.1683,146,5
2020-02-26,AL,41.1533,20.1683,0,0
2020-03-12,AL,41.1533,20.1683,23,1
2020-03-10,AL,41.1533,20.1683,10,0
2020-03-30,AL,41.1533,20.1683,223,11
2020-03-22,AL,41.1533,20.1683,89,2
2020-03-23,AL,41.1533,20.1683,104,4
2020-03-05,AL,41.1533,20.1683,0,0
2020-03-24,AL,41.1533,20.1683,123,5
2020-03-29,AL,41.1533,20.1683,212,10
2020-03-20,AL,41.1533,20.1683,70,2
2020-02-03,AT,47.5162,14.5501,0,0
2020-03-18,AT,47.5162,14.5501,1646,4
2020-03-13,AT,47.5162,14.5501,504,1
2020-02-01,AT,47.5162,14.5501,0,0
2020-01-22,AT,47.5162,14.5501,0,0
2020-03-28,AT,47.5162,14.5501,8271,68
2020-02-29,AT,47.5162,14.5501,9,0
2020-03-26,AT,47.5162,14.5501,6909,49
2020-02-17,AT,47.5162,14.5501,0,0
2020-02-06,AT,47.5162,14.5501,0,0
2020-02-19,AT,47.5162,14.5501,0,0
2020-02-26,AT,47.5162,14.5501,2,0
2020-01-28,AT,47.5162,14.5501,0,0
2020-02-12,AT,47.5162,14.5501,0,0
2020-03-22,AT,47.5162,14.5501,3582,16
2020-03-16,AT,47.5162,14.5501,1018,3
2020-02-25,AT,47.5162,14.5501,2,0
2020-03-02,AT,47.5162,14.5501,18,0
2020-02-14,AT,47.5162,14.5501,0,0
2020-03-21,AT,47.5162,14.5501,2814,8
2020-03-10,AT,47.5162,14.5501,182,0
2020-03-12,AT,47.5162,14.5501,302,1
2020-01-31,AT,47.5162,14.5501,0,0
2020-02-15,AT,47.5162,14.5501,0,0
2020-02-20,AT,47.5162,14.5501,0,0
2020-03-31,AT,47.5162,14.5501,10180,128
2020-03-14,AT,47.5162,14.5501,655,1
2020-03-05,AT,47.5162,14.5501,41,0
2020-03-06,AT,47.5162,14.5501,55,0
2020-01-23,AT,47.5162,14.5501,0,0
2020-03-24,AT,47.5162,14.5501,5283,28
2020-02-09,AT,47.5162,14.5501,0,0
2020-03-03,AT,47.5162,14.5501,21,0
2020-01-26,AT,47.5162,14.5501,0,0
2020-02-22,AT,47.5162,14.5501,0,0
2020-03-25,AT,47.5162,14.5501,5588,30
2020-02-23,AT,47.5162,14.5501,0,0
2020-03-20,AT,47.5162,14.5501,2388,6
2020-02-28,AT,47.5162,14.5501,3,0
2020-02-13,AT,47.5162,14.5501,0,0
2020-03-11,AT,47.5162,14.5501,246,0
2020-02-11,AT,47.5162,14.5501,0,0
2020-02-08,AT,47.5162,14.5501,0,0
2020-03-23,AT,47.5162,14.5501,4474,21
2020-01-27,AT,47.5162,14.5501,0,0
2020-02-21,AT,47.5162,14.5501,0,0
2020-03-17,AT,47.5162,14.5501,1332,3
2020-03-27,AT,47.5162,14.5501,7657,58
2020-03-01,AT,47.5162,14.5501,14,0
2020-02-07,AT,47.5162,14.5501,0,0
2020-03-04,AT,47.5162,14.5501,29,0
2020-02-04,AT,47.5162,14.5501,0,0
2020-03-15,AT,47.5162,14.5501,860,1
2020-02-27,AT,47.5162,14.5501,3,0
2020-01-29,AT,47.5162,14.5501,0,0
2020-02-10,AT,47.5162,14.5501,0,0
2020-03-29,AT,47.5162,14.5501,8788,86
2020-02-16,AT,47.5162,14.5501,0,0
2020-03-07,AT,47.5162,14.5501,79,0
2020-03-08,AT,47.5162,14.5501,104,0
2020-03-19,AT,47.5162,14.5501,2013,6
2020-01-30,AT,47.5162,14.5501,0,0
2020-03-09,AT,47.5162,14.5501,131,0
2020-01-24,AT,47.5162,14.5501,0,0
2020-01-25,AT,47.5162,14.5501,0,0
2020-02-05,AT,47.5162,14.5501,0,0
2020-02-18,AT,47.5162,14.5501,0,0
2020-02-02,AT,47.5162,14.5501,0,0
2020-03-30,AT,47.5162,14.5501,9618,108
2020-02-24,AT,47.5162,14.5501,0,0
2020-02-09,BE,50.8333,4.0,1,0
2020-02-28,BE,50.8333,4.0,1,0
2020-01-24,BE,50.8333,4.0,0,0
2020-01-22,BE,50.8333,4.0,0,0
2020-03-30,BE,50.8333,4.0,11899,513
2020-02-18,BE,50.8333,4.0,1,0
2020-02-03,BE,50.8333,4.0,0,0
2020-03-16,BE,50.8333,4.0,1058,5
2020-02-12,BE,50.8333,4.0,1,0
2020-02-11,BE,50.8333,4.0,1,0
2020-02-19,BE,50.8333,4.0,1,0
2020-02-26,BE,50.8333,4.0,1,0
2020-03-22,BE,50.8333,4.0,3401,75
2020-03-04,BE,50.8333,4.0,23,0
2020-02-04,BE,50.8333,4.0,1,0
2020-02-13,BE,50.8333,4.0,1,0
2020-02-20,BE,50.8333,4.0,1,0
2020-03-01,BE,50.8333,4.0,2,0
2020-02-24,BE,50.8333,4.0,1,0
2020-03-20,BE,50.8333,4.0,2257,37
2020-03-06,BE,50.8333,4.0,109,0
2020-03-10,BE,50.8333,4.0,267,0
2020-03-23,BE,50.8333,4.0,3743,88
2020-03-03,BE,50.8333,4.0,13,0
2020-02-06,BE,50.8333,4.0,1,0
2020-03-28,BE,50.8333,4.0,9134,353
2020-02-29,BE,50.8333,4.0,1,0
2020-01-27,BE,50.8333,4.0,0,0
2020-02-07,BE,50.8333,4.0,1,0
2020-03-29,BE,50.8333,4.0,10836,431
2020-02-23,BE,50.8333,4.0,1,0
2020-02-15,BE,50.8333,4.0,1,0
2020-01-25,BE,50.8333,4.0,0,0
2020-03-24,BE,50.8333,4.0,4269,122
2020-03-07,BE,50.8333,4.0,169,0
2020-03-25,BE,50.8333,4.0,4937,178
2020-02-22,BE,50.8333,4.0,1,0
2020-02-25,BE,50.8333,4.0,1,0
2020-01-26,BE,50.8333,4.0,0,0
2020-03-19,BE,50.8333,4.0,1795,21
2020-03-11,BE,50.8333,4.0,314,3
2020-02-01,BE,50.8333,4.0,0,0
2020-01-31,BE,50.8333,4.0,0,0
2020-01-29,BE,50.8333,4.0,0,0
2020-02-27,BE,50.8333,4.0,1,0
2020-02-08,BE,50.8333,4.0,1,0
2020-01-30,BE,50.8333,4.0,0,0
2020-02-17,BE,50.8333,4.0,1,0
2020-03-31,BE,50.8333,4.0,12775,705
2020-03-08,BE,50.8333,4.0,200,0
2020-03-17,BE,50.8333,4.0,1243,10
2020-02-02,BE,50.8333,4.0,0,0
2020-02-10,BE,50.8333,4.0,1,0
2020-01-28,BE,50.8333,4.0,0,0
2020-02-14,BE,50.8333,4.0,1,0
2020-02-05,BE,50.8333,4.0,1,0
2020-02-21,BE,50.8333,4.0,1,0
2020-03-12,BE,50.8333,4.0,314,3
2020-02-16,BE,50.8333,4.0,1,0
2020-03-27,BE,50.8333,4.0,7284,289
2020-03-09,BE,50.8333,4.0,239,0
2020-03-02,BE,50.8333,4.0,8,0
2020-03-21,BE,50.8333,4.0,2815,67
2020-03-05,BE,50.8333,4.0,50,0
2020-03-15,BE,50.8333,4.0,886,4
2020-03-18,BE,50.8333,4.0,1486,14
2020-03-26,BE,50.8333,4.0,6235,220
2020-03-14,BE,50.8333,4.0,689,4
2020-03-13,BE,50.8333,4.0,559,3
2020-01-23,BE,50.8333,4.0,0,0
2020-02-29,NL,52.1326,5.2913,6,0
2020-03-14,NL,52.1326,5.2913,959,12
2020-01-31,NL,52.1326,5.2913,0,0
2020-03-11,NL,52.1326,5.2913,503,5
2020-03-31,NL,52.1326,5.2913,12595,1039
2020-02-07,NL,52.1326,5.2913,0,0
2020-02-09,NL,52.1326,5.2913,0,0
2020-02-04,NL,52.1326,5.2913,0,0
2020-02-21,NL,52.1326,5.2913,0,0
2020-01-23,NL,52.1326,5.2913,0,0
2020-02-17,NL,52.1326,5.2913,0,0
2020-03-09,NL,52.1326,5.2913,321,3
2020-01-30,NL,52.1326,5.2913,0,0
2020-01-26,NL,52.1326,5.2913,0,0
2020-03-04,NL,52.1326,5.2913,38,0
2020-03-17,NL,52.1326,5.2913,1705,43
2020-03-26,NL,52.1326,5.2913,7431,434
2020-03-24,NL,52.1326,5.2913,5560,276
2020-02-15,NL,52.1326,5.2913,0,0
2020-02-27,NL,52.1326,5.2913,1,0
2020-03-29,NL,52.1326,5.2913,10866,771
2020-02-25,NL,52.1326,5.2913,0,0
2020-01-22,NL,52.1326,5.2913,0,0
2020-02-24,NL,52.1326,5.2913,0,0
2020-03-21,NL,52.1326,5.2913,3631,136
2020-02-26,NL,52.1326,5.2913,0,0
2020-02-08,NL,52.1326,5.2913,0,0
2020-03-07,NL,52.1326,5.2913,188,1
2020-03-05,NL,52.1326,5.2913,82,0
2020-03-30,NL,52.1326,5.2913,11750,864
2020-02-16,NL,52.1326,5.2913,0,0
2020-03-12,NL,52.1326,5.2913,503,5
2020-02-23,NL,52.1326,5.2913,0,0
2020-03-13,NL,52.1326,5.2913,804,10
2020-02-10,NL,52.1326,5.2913,0,0
2020-01-25,NL,52.1326,5.2913,0,0
2020-02-02,NL,52.1326,5.2913,0,0
2020-02-18,NL,52.1326,5.2913,0,0
2020-03-28,NL,52.1326,5.2913,9762,639
2020-02-22,NL,52.1326,5.2913,0,0
2020-02-11,NL,52.1326,5.2913,0,0
2020-03-03,NL,52.1326,5.2913,24,0
2020-02-28,NL,52.1326,5.2913,1,0
2020-03-15,NL,52.1326,5.2913,1135,20
2020-02-06,NL,52.1326,5.2913,0,0
2020-03-22,NL,52.1326,5.2913,4204,179
2020-03-16,NL,52.1326,5.2913,1413,24
2020-01-24,NL,52.1326,5.2913,0,0
2020-03-27,NL,52.1326,5.2913,8603,546
2020-02-01,NL,52.1326,5.2913,0,0
2020-03-19,NL,52.1326,5.2913,2460,76
2020-03-06,NL,52.1326,5.2913,128,1
2020-01-29,NL,52.1326,5.2913,0,0
2020-03-08,NL,52.1326,5.2913,265,3
2020-02-14,NL,52.1326,5.2913,0,0
2020-02-05,NL,52.1326,5.2913,0,0
2020-02-03,NL,52.1326,5.2913,0,0
2020-02-20,NL,52.1326,5.2913,0,0
2020-01-27,NL,52.1326,5.2913,0,0
2020-03-01,NL,52.1326,5.2913,10,0
2020-02-13,NL,52.1326,5.2913,0,0
2020-02-19,NL,52.1326,5.2913,0,0
2020-02-12,NL,52.1326,5.2913,0,0
2020-03-25,NL,52.1326,5.2913,6412,356
2020-03-02,NL,52.1326,5.2913,18,0
2020-03-18,NL,52.1326,5.2913,2051,58
2020-03-20,NL,52.1326,5.2913,2994,106
2020-01-28,NL,52.1326,5.2913,0,0
2020-03-23,NL,52.1326,5.2913,4749,213
2020-03-10,NL,52.1326,5.2913,382,4
2020-02-09,PL,51.9194,19.1451,0,0
2020-03-20,PL,51.9194,19.1451,425,5
2020-03-15,PL,51.9194,19.1451,119,3
2020-03-03,PL,51.9194,19.1451,0,0
2020-01-23,PL,51.9194,19.1451,0,0
2020-02-10,PL,51.9194,19.1451,0,0
2020-03-02,PL,51.9194,19.1451,0,0
2020-01-27,PL,51.9194,19.1451,0,0
2020-01-24,PL,51.9194,19.1451,0,0
2020-02-29,PL,51.9194,19.1451,0,0
2020-03-14,PL,51.9194,19.1451,103,3
2020-03-11,PL,51.9194,19.1451,31,0
2020-01-31,PL,51.9194,19.1451,0,0
2020-03-07,PL,51.9194,19.1451,5,0
2020-01-30,PL,51.9194,19.1451,0,0
2020-03-23,PL,51.9194,19.1451,749,8
2020-02-03,PL,51.9194,19.1451,0,0
2020-02-08,PL,51.9194,19.1451,0,0
2020-02-18,PL,51.9194,19.1451,0,0
2020-02-24,PL,51.9194,19.1451,0,0
2020-03-21,PL,51.9194,19.1451,536,5
2020-02-15,PL,51.9194,19.1451,0,0
2020-01-25,PL,51.9194,19.1451,0,0
2020-03-16,PL,51.9194,19.1451,177,4
2020-03-08,PL,51.9194,19.1451,11,0
2020-03-27,PL,51.9194,19.1451,1389,16
2020-03-01,PL,51.9194,19.1451,0,0
2020-03-22,PL,51.9194,19.1451,634,7
2020-03-30,PL,51.9194,19.1451,2055,31
2020-03-24,PL,51.9194,19.1451,901,10
2020-02-13,PL,51.9194,19.1451,0,0
2020-02-01,PL,51.9194,19.1451,0,0
2020-03-04,PL,51.9194,19.1451,1,0
2020-02-26,PL,51.9194,19.1451,0,0
2020-02-20,PL,51.9194,19.1451,0,0
2020-02-02,PL,51.9194,19.1451,0,0
2020-02-04,PL,51.9194,19.1451,0,0
2020-02-12,PL,51.9194,19.1451,0,0
2020-03-19,PL,51.9194,19.1451,355,5
2020-02-06,PL,51.9194,19.1451,0,0
2020-02-28,PL,51.9194,19.1451,0,0
2020-03-25,PL,51.9194,19.1451,1051,14
2020-02-11,PL,51.9194,19.1451,0,0
2020-02-05,PL,51.9194,19.1451,0,0
2020-02-19,PL,51.9194,19.1451,0,0
2020-03-09,PL,51.9194,19.1451,16,0
2020-03-26,PL,51.9194,19.1451,1221,16
2020-03-10,PL,51.9194,19.1451,22,0
2020-03-28,PL,51.9194,19.1451,1638,18
2020-03-05,PL,51.9194,19.1451,1,0
2020-02-21,PL,51.9194,19.1451,0,0
2020-03-31,PL,51.9194,19.1451,2311,33
2020-01-22,PL,51.9194,19.1451,0,0
2020-03-18,PL,51.9194,19.1451,251,5
2020-02-22,PL,51.9194,19.1451,0,0
2020-03-13,PL,51.9194,19.1451,68,2
2020-01-26,PL,51.9194,19.1451,0,0
2020-02-07,PL,51.9194,19.1451,0,0
2020-01-28,PL,51.9194,19.1451,0,0
2020-03-12,PL,51.9194,19.1451,49,1
2020-02-27,PL,51.9194,19.1451,0,0
2020-02-23,PL,51.9194,19.1451,0,0
2020-03-29,PL,51.9194,19.1451,1862,22
2020-02-14,PL,51.9194,19.1451,0,0
2020-01-29,PL,51.9194,19.1451,0,0
2020-03-17,PL,51.9194,19.1451,238,5
2020-02-25,PL,51.9194,19.1451,0,0
2020-02-17,PL,51.9194,19.1451,0,0
2020-02-16,PL,51.9194,19.1451,0,0
2020-03-06,PL,51.9194,19.1451,5,0
2020-02-21,PT,39.3999,-8.2245,0,0
2020-03-16,PT,39.3999,-8.2245,331,0
2020-03-12,PT,39.3999,-8.2245,59,0
2020-02-05,PT,39.3999,-8.2245,0,0
2020-02-22,PT,39.3999,-8.2245,0,0
2020-02-12,PT,39.3999,-8.2245,0,0
2020-03-10,PT,39.3999,-8.2245,41,0
2020-02-15,PT,39.3999,-8.2245,0,0
2020-02-29,PT,39.3999,-8.2245,0,0
2020-02-09,PT,39.3999,-8.2245,0,0
2020-01-27,PT,39.3999,-8.2245,0,0
2020-01-30,PT,39.3999,-8.2245,0,0
2020-03-03,PT,39.3999,-8.2245,2,0
2020-02-13,PT,39.3999,-8.2245,0,0
2020-03-19,PT,39.3999,-8.2245,785,3
2020-02-01,PT,39.3999,-8.2245,0,0
2020-03-09,PT,39.3999,-8.2245,30,0
2020-02-02,PT,39.3999,-8.2245,0,0
2020-02-11,PT,39.3999,-8.2245,0,0
2020-03-07,PT,39.3999,-8.2245,20,0
2020-01-29,PT,39.3999,-8.2245,0,0
2020-02-14,PT,39.3999,-8.2245,0,0
2020-02-28,PT,39.3999,-8.2245,0,0
2020-03-27,PT,39.3999,-8.2245,4268,76
2020-02-18,PT,39.3999,-8.2245,0,0
2020-03-31,PT,39.3999,-8.2245,7443,160
2020-02-04,PT,39.3999,-8.2245,0,0
2020-03-08,PT,39.3999,-8.2245,30,0
2020-02-07,PT,39.3999,-8.2245,0,0
2020-02-24,PT,39.3999,-8.2245,0,0
2020-02-16,PT,39.3999,-8.2245,0,0
2020-02-06,PT,39.3999,-8.2245,0,0
2020-01-22,PT,39.3999,-8.2245,0,0
2020-03-13,PT,39.3999,-8.2245,112,0
2020-03-01,PT,39.3999,-8.2245,0,0
2020-03-28,PT,39.3999,-8.2245,5170,100
2020-02-10,PT,39.3999,-8.2245,0,0
2020-03-11,PT,39.3999,-8.2245,59,0
2020-03-18,PT,39.3999,-8.2245,448,2
2020-03-26,PT,39.3999,-8.2245,3544,60
2020-03-25,PT,39.3999,-8.2245,2995,43
2020-01-25,PT,39.3999,-8.2245,0,0
2020-01-31,PT,39.3999,-8.2245,0,0
2020-03-17,PT,39.3999,-8.2245,448,1
2020-01-23,PT,39.3999,-8.2245,0,0
2020-02-08,PT,39.3999,-8.2245,0,0
2020-03-20,PT,39.3999,-8.2245,1020,6
2020-02-23,PT,39.3999,-8.2245,0,0
2020-02-17,PT,39.3999,-8.2245,0,0
2020-02-27,PT,39.3999,-8.2245,0,0
2020-02-20,PT,39.3999,-8.2245,0,0
2020-01-26,PT,39.3999,-8.2245,0,0
2020-03-15,PT,39.3999,-8.2245,245,0
2020-03-02,PT,39.3999,-8.2245,2,0
2020-03-30,PT,39.3999,-8.2245,6408,140
2020-03-24,PT,39.3999,-8.2245,2362,33
2020-03-22,PT,39.3999,-8.2245,1600,14
2020-03-04,PT,39.3999,-8.2245,5,0
2020-02-25,PT,39.3999,-8.2245,0,0
2020-02-26,PT,39.3999,-8.2245,0,0
2020-03-06,PT,39.3999,-8.2245,13,0
2020-03-05,PT,39.3999,-8.2245,8,0
2020-03-23,PT,39.3999,-8.2245,2060,23
2020-02-03,PT,39.3999,-8.2245,0,0
2020-02-19,PT,39.3999,-8.2245,0,0
2020-01-28,PT,39.3999,-8.2245,0,0
2020-03-21,PT,39.3999,-8.2245,1280,12
2020-01-24,PT,39.3999,-8.2245,0,0
2020-03-29,PT,39.3999,-8.2245,5962,119
2020-03-14,PT,39.3999,-8.2245,169,0
2020-03-17,DK,56.2639,9.5018,977,4
2020-03-15,DK,56.2639,9.5018,864,2
2020-01-25,DK,56.2639,9.5018,0,0
2020-03-26,DK,56.2639,9.5018,1877,41
2020-01-27,DK,56.2639,9.5018,0,0
2020-02-11,DK,56.2639,9.5018,0,0
2020-03-22,DK,56.2639,9.5018,1395,13
2020-02-13,DK,56.2639,9.5018,0,0
2020-03-21,DK,56.2639,9.5018,1326,13
2020-03-07,DK,56.2639,9.5018,23,0
2020-03-31,DK,56.2639,9.5018,2860,90
2020-03-29,DK,56.2639,9.5018,2395,72
2020-01-28,DK,56.2639,9.5018,0,0
2020-02-05,DK,56.2639,9.5018,0,0
2020-03-19,DK,56.2639,9.5018,1151,6
2020-02-09,DK,56.2639,9.5018,0,0
2020-03-11,DK,56.2639,9.5018,442,0
2020-03-12,DK,56.2639,9.5018,615,0
2020-02-25,DK,56.2639,9.5018,0,0
2020-02-24,DK,56.2639,9.5018,0,0
2020-02-26,DK,56.2639,9.5018,0,0
2020-03-06,DK,56.2639,9.5018,23,0
2020-01-31,DK,56.2639,9.5018,0,0
2020-01-22,DK,56.2639,9.5018,0,0
2020-02-17,DK,56.2639,9.5018,0,0
2020-02-01,DK,56.2639,9.5018,0,0
2020-02-23,DK,56.2639,9.5018,0,0
2020-03-09,DK,56.2639,9.5018,90,0
2020-03-27,DK,56.2639,9.5018,2046,52
2020-03-05,DK,56.2639,9.5018,10,0
2020-03-03,DK,56.2639,9.5018,6,0
2020-03-14,DK,56.2639,9.5018,827,1
2020-03-30,DK,56.2639,9.5018,2577,77
2020-03-28,DK,56.2639,9.5018,2201,65
2020-02-21,DK,56.2639,9.5018,0,0
2020-02-16,DK,56.2639,9.5018,0,0
2020-03-02,DK,56.2639,9.5018,4,0
2020-03-01,DK,56.2639,9.5018,4,0
2020-02-22,DK,56.2639,9.5018,0,0
2020-02-06,DK,56.2639,9.5018,0,0
2020-01-23,DK,56.2639,9.5018,0,0
2020-03-18,DK,56.2639,9.5018,1057,4
2020-02-07,DK,56.2639,9.5018,0,0
2020-02-15,DK,56.2639,9.5018,0,0
2020-01-24,DK,56.2639,9.5018,0,0
2020-03-24,DK,56.2639,9.5018,1591,32
2020-01-30,DK,56.2639,9.5018,0,0
2020-02-04,DK,56.2639,9.5018,0,0
2020-03-10,DK,56.2639,9.5018,262,0
2020-01-29,DK,56.2639,9.5018,0,0
2020-03-16,DK,56.2639,9.5018,914,3
2020-02-27,DK,56.2639,9.5018,1,0
2020-02-18,DK,56.2639,9.5018,0,0
2020-03-04,DK,56.2639,9.5018,10,0
2020-03-13,DK,56.2639,9.5018,801,0
2020-02-02,DK,56.2639,9.5018,0,0
2020-02-20,DK,56.2639,9.5018,0,0
2020-03-25,DK,56.2639,9.5018,1724,34
2020-01-26,DK,56.2639,9.5018,0,0
2020-02-19,DK,56.2639,9.5018,0,0
2020-02-08,DK,56.2639,9.5018,0,0
2020-02-28,DK,56.2639,9.5018,1,0
